project,relative_path,original_path,bytes,mtime_ns,sha256,hash_status,bundle_path,storage
mipa,emotion_video/data/AffectNet_val/Anger/03c69be8d443b4bb5bf41b5a2471fd55a85fa281622cfc9efaecfd65.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/03c69be8d443b4bb5bf41b5a2471fd55a85fa281622cfc9efaecfd65.jpg,24255,1731945748000000000,7e1154367fda8af85abfedd058bb8ebf3490efd0e2278b8c724d0d6833f988c5,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/054293f885507acd0bcb7d8523f1fbb7f72d78b53c0dce99913e4215.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/054293f885507acd0bcb7d8523f1fbb7f72d78b53c0dce99913e4215.jpg,24515,1731945748000000000,40631ba2bb09b6644c49f36d0c8dbad5826779c8e6080303bdeab055d522909a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/05d19f13f9de7a46919959947de8b27950165e3dc4728a8bf3a95ed4.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/05d19f13f9de7a46919959947de8b27950165e3dc4728a8bf3a95ed4.jpg,18971,1731945748000000000,580cf548bad4dc604fe1a370eaeba83cd6e9ad775bed0daa536973af171d5aad,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/05fb0a70f6fc2a2c0f201ddb26dabe5bb1232817ae83579512d77d1d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/05fb0a70f6fc2a2c0f201ddb26dabe5bb1232817ae83579512d77d1d.jpg,19503,1731945748000000000,6f205ed4a8c11d597355fe29b4de1b5f3830736e769afacf499ebb88beb3f16a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/07f8315ff32b43722c3109928fd0fb4c6f2875ac6a5b7462290506e8.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/07f8315ff32b43722c3109928fd0fb4c6f2875ac6a5b7462290506e8.jpg,15296,1731945748000000000,283e69875d383bc3fd7f21d420f6dd724a30355102d3282e6b5115357578f8fd,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/08107d64c77a02868a25feb0d80aaea58f8224f69f05569233e0b76a.jpeg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/08107d64c77a02868a25feb0d80aaea58f8224f69f05569233e0b76a.jpeg,23962,1731945748000000000,da35cd7aaffd147e9dc1d1cec2f00b87d2b84ce7ada13decf9d8eae457f272d8,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/08603d0e182089ff47baad9ab9e09e76d3254ab5b7eda83e8439b522.jpeg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/08603d0e182089ff47baad9ab9e09e76d3254ab5b7eda83e8439b522.jpeg,13932,1731945748000000000,05472472c1f1004bc51f63bec5716e78a2e37be554259c4e9ed851ad3ed15571,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/09152f982311685aed7637efd6cb6191d4ebd4f520a855a21a7396fd.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/09152f982311685aed7637efd6cb6191d4ebd4f520a855a21a7396fd.jpg,13176,1731945748000000000,0dfed612e9fd564516fc79b04b0ccd0e3308b6cbcf3f230ddd3a02827911f9e9,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/09377f93bbf1e09af3edb5c2578e8ddecf848cb88f9a312346a7e3d9.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/09377f93bbf1e09af3edb5c2578e8ddecf848cb88f9a312346a7e3d9.jpg,17496,1731945748000000000,7fb130413c5541b4181eb3be8df21591408a2e1deab9bb7fba2bdbf9a8b897a0,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/09d57d5c9acdf1848c1f41272039df5ac929fc20cbd662f82a3ba85f.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/09d57d5c9acdf1848c1f41272039df5ac929fc20cbd662f82a3ba85f.jpg,19698,1731945748000000000,a6147a40cb2acd51a04928e3f95008ada1d353ab4fdbc288856d4727d5905c8e,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/09d9805f9d79c7c23e70cc5c1fe81d277500c7613912cf61c7e627b9.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/09d9805f9d79c7c23e70cc5c1fe81d277500c7613912cf61c7e627b9.jpg,26882,1731945748000000000,a82c0af7dd64b5d1f5c59b5d95b7de158e119b6d92e77428841e3cbad2659b1a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/09f7928cc310c78eb21f40bd1b161df8618ef432cb8d76d86603ada5.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/09f7928cc310c78eb21f40bd1b161df8618ef432cb8d76d86603ada5.jpg,22185,1731945748000000000,be5b04a30f4a5eac3b63824d3109c2f421b42a91737eaae2d4f6a7fca46c5c4a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0a884c1d8f7f3aabc07d08b00c98650b0c7b92b0a1486bf9b4d7c6de.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0a884c1d8f7f3aabc07d08b00c98650b0c7b92b0a1486bf9b4d7c6de.jpg,15178,1731945748000000000,46161821a812a0bf4c6620bf0795f5338081b823fcd65121bd06c692c8eddf7b,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0a96e0286fc6256677539ff79659f21319c0cdd17b9ef672aca46245.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0a96e0286fc6256677539ff79659f21319c0cdd17b9ef672aca46245.jpg,12830,1731945748000000000,81091fab5ac9ce2822b210ff40aca2dc004ad2759605ca90bc9480c174bd5560,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0b3ddd2243f6512ef8140a623a403ce5ae2400e6790a372db35f3612.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0b3ddd2243f6512ef8140a623a403ce5ae2400e6790a372db35f3612.jpg,13642,1731945748000000000,ed01e3da79210f1f3176b1c07b726a38c082f4f8ee8b39dbe3f4d6a556e1c498,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0b520e1e7c71cc3711333616f1a32611937a4c9d978c9a142000e94c.png,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0b520e1e7c71cc3711333616f1a32611937a4c9d978c9a142000e94c.png,87231,1731945748000000000,e3c12e17802b8b9f7de4f6cc484e83a1c5e824e587ebd407b1c63fb54931b824,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0be8d41d21220467125d7be23e407271596b366d936d1277b49341e2.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0be8d41d21220467125d7be23e407271596b366d936d1277b49341e2.jpg,24233,1731945748000000000,8f540c2f419e3c2e9abb68848677d2ea494ebdaa2ed701eb3e56bbdb24c1f23f,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0c644318b5290fb5cf7b98d9e28c098deee6c7596ec3c9699924dd0e.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0c644318b5290fb5cf7b98d9e28c098deee6c7596ec3c9699924dd0e.jpg,13194,1731945748000000000,15ee72a78cb7e64218ca4ae3726acc292e0a9d2e44e86b0ec211cb5d5ed471ad,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0ccf9e0a719c99efa079a6e04c13a195133b9b9d4a55edd8642a2dfd.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0ccf9e0a719c99efa079a6e04c13a195133b9b9d4a55edd8642a2dfd.jpg,17743,1731945748000000000,ab5b5060b1996410ccacd5c0d4a10cb5dc077bcab5b7ae35714387eab913556b,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0d1601bc14f956d6a9b09c7f35eb679a217edccac3771a9ec105d8a6.png,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0d1601bc14f956d6a9b09c7f35eb679a217edccac3771a9ec105d8a6.png,65592,1731945748000000000,04668adaba564d1815a6ffea9956435e25a4e6b69511b39751f84b94e9969179,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0e16514e0dae1a886626594080631aa60fd5b2ccda5f6a19b68448cb.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0e16514e0dae1a886626594080631aa60fd5b2ccda5f6a19b68448cb.jpg,15440,1731945748000000000,d2e1f81b709b61fd968c884555015271df95dc1638717e67efb8e10b4c106cde,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0e3af85e779ca29fe4a31f30223b3c4c6b9091f6173302075fd69aa1.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0e3af85e779ca29fe4a31f30223b3c4c6b9091f6173302075fd69aa1.jpg,11069,1731945748000000000,df3579bee5e3947b00e36f124af1d77dcf4f8341a738cc3bb583cc112f375838,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0e8ccb4ff48495c328b08528c98d24349d53cefc864e76afebbe5729.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0e8ccb4ff48495c328b08528c98d24349d53cefc864e76afebbe5729.jpg,17003,1731945748000000000,392e245db9107297af04f5661e218e42561b7993256ee9d4a8d72495ff357de4,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/0ed29d84cd0bf559e77b6eb82f83f92e8e3211e37d182f06aa6f4612.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/0ed29d84cd0bf559e77b6eb82f83f92e8e3211e37d182f06aa6f4612.jpg,15145,1731945748000000000,ecc3070d6dd9dae63434d33d0c24635baa21db0dff9e6857274799159503e48d,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/104fcf2abdda8a3f6bd647321d72fc4e83a8e46efcfe374123a646e5.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/104fcf2abdda8a3f6bd647321d72fc4e83a8e46efcfe374123a646e5.jpg,16282,1731945748000000000,834e156bf2e0f119c9895a3d956ed7420c47d179f772ec3891ebbe3a25111c25,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/10a62c88dbca6440267ac8e81a3192e27d921c5c111b051b81815d9d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/10a62c88dbca6440267ac8e81a3192e27d921c5c111b051b81815d9d.jpg,16943,1731945748000000000,4a4bdd282bbdc770aee3b15475bc196eb1635b06eacf55cd26d76d5834d69ad9,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/112568af14cc6f512975b24276d81b55080a9f8af223fe7666ce3805.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/112568af14cc6f512975b24276d81b55080a9f8af223fe7666ce3805.jpg,16713,1731945748000000000,a310736318e53d06ac31c404b677e3753882990fd3313ef5be71d29d38d2da67,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/118c97ac46ff4f09174bf71a986a3ac3e25dc9c4d1b3ec0dfee12955.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/118c97ac46ff4f09174bf71a986a3ac3e25dc9c4d1b3ec0dfee12955.jpg,13593,1731945748000000000,256c71fbe20dcbefe4e24a3fbbefb84ee4415641148831a2a063cbe6645b4bf0,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/121108d8b9b9f773e8fa624754dbc0e1c9e562ed5204365d7d0f47e4.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/121108d8b9b9f773e8fa624754dbc0e1c9e562ed5204365d7d0f47e4.jpg,26648,1731945748000000000,3bb81bada371ac76a3c5e89baf0862b516875f369fa75fd4b0206561c5209bdb,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/122864864a4ae873a9207dab6938749bfa1411f2726301b014f20b4c.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/122864864a4ae873a9207dab6938749bfa1411f2726301b014f20b4c.jpg,17997,1731945748000000000,7bca87b993de8ae9e7096a3409182b10586beb1d447b5367b5447232010d012c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/134498eedbe9e12d7a705bb6171e361c585ae9d5252e2dcf5f6ce5d8.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/134498eedbe9e12d7a705bb6171e361c585ae9d5252e2dcf5f6ce5d8.jpg,24525,1731945748000000000,c69ea686b69556e3c5ee5f226d1b3d1cf9290f10381298982d9cd7db7b0d03bf,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/143ace8d710535645dd71898e5746ef596cec3cb0b7183ef1cb10d43.JPG,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/143ace8d710535645dd71898e5746ef596cec3cb0b7183ef1cb10d43.JPG,23266,1731945748000000000,0639e8bc5e69027ae9c3cbca88a6e712ec417c321f38216ef5e0939fd1748d9e,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/14d6a39e4b57b1fef8ebc9194e350c4d31ce729e9f9154a0a6605d12.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/14d6a39e4b57b1fef8ebc9194e350c4d31ce729e9f9154a0a6605d12.jpg,13655,1731945748000000000,81c396c4ed2442a632139fd0d22b5eb1a94ded91895ef69a630fba5d7a4efd1f,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/15128ddef70a38cb77c01ccadf79444f3e3db382b7882cffee183da9.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/15128ddef70a38cb77c01ccadf79444f3e3db382b7882cffee183da9.jpg,19068,1731945748000000000,695e8226e22cd85d712b54437e7c212f2276e3f5726526c0676d90844c9fb33b,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/15306d3a3f9b23aa56720f83ebf4492d1752b2caab361f5e88ebcd90.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/15306d3a3f9b23aa56720f83ebf4492d1752b2caab361f5e88ebcd90.jpg,25130,1731945748000000000,3b1f39c2c4f266e11b2c8a9c60bc4167c73fcc3ceb6cd9ed76cda2970f09c641,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/157ed8679ded67d3776cdab6dce3e523cbc47c1ec6814252927ede82.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/157ed8679ded67d3776cdab6dce3e523cbc47c1ec6814252927ede82.jpg,22989,1731945748000000000,26df01b8139f8751e15801d3cb7d0842ca23443bba6387df54a5857ab661a42c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/158f162a4fce862ec5fba93da0a8f1736a72702c9fc6cf97ad37ec5e.png,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/158f162a4fce862ec5fba93da0a8f1736a72702c9fc6cf97ad37ec5e.png,70829,1731945748000000000,22c1332341e2fb11a0f795a1127de0b0e5c5d0cf35b481168c291b28e919be08,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1628f73ce48213b6d3fade6c88fec3b7408059b72596204e91f04722.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1628f73ce48213b6d3fade6c88fec3b7408059b72596204e91f04722.jpg,21191,1731945748000000000,68d59435ffb28b05f28f23778bf39e3cca9ccbcca8a53cc45c51b425a0d58e7a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/172d83cdeeb2753de86d593827068b086fa515ef7ebdeb1c8f17aa98.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/172d83cdeeb2753de86d593827068b086fa515ef7ebdeb1c8f17aa98.jpg,14861,1731945748000000000,21e5d2671c64ce28edd120c1906310c19aeb483d1d5a58d433c8882c39a18347,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/17fffe3ed513cdbb98da1a714271a383408abb07205de61ff444bdcb.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/17fffe3ed513cdbb98da1a714271a383408abb07205de61ff444bdcb.jpg,20948,1731945748000000000,291052a10e13dd17befc30072a4aa6e4cc09ba3b5fd909f25ebc02181aab94db,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/188a11dc4c68b5ac2350dcc3436dabab14a71881a0c0d5168dde1914.jpeg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/188a11dc4c68b5ac2350dcc3436dabab14a71881a0c0d5168dde1914.jpeg,14393,1731945748000000000,50dc0dc513a4a22e7b935782588fc495a4ffa1ea82eb6d68b0ce3a251386cb40,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/189ace2e246d7a1fec31dcad394fd6e1897103878000d0a5125cad76.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/189ace2e246d7a1fec31dcad394fd6e1897103878000d0a5125cad76.jpg,13905,1731945748000000000,46612e2ff4c8b73dbf3fbdeba93bb6d7d1021868d6b13459eeb99cd0798016f4,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/197af469c126d418764858568b830eae588d7f63c0f68599ae74c5bc.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/197af469c126d418764858568b830eae588d7f63c0f68599ae74c5bc.jpg,25246,1731945748000000000,f59eead5875687ea4d3c81a2106aa2021c8e1341d180869d818d6daa5125ddb4,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/19f17468da09fe3e9a98461756f768dfbc439e4f78def2cc05d89fa3.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/19f17468da09fe3e9a98461756f768dfbc439e4f78def2cc05d89fa3.jpg,14826,1731945748000000000,3166e9483fed4560858b53abb34f612cb2e79b0a9f299936865646ba4227d447,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1a9e996d1336c98e816b0b42bdf676d1c8982ca585c0f66e49c48457.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1a9e996d1336c98e816b0b42bdf676d1c8982ca585c0f66e49c48457.jpg,16631,1731945748000000000,b88512c615db2c6d625347b1cc90bb1377afacae72f3cc18d52583da48a919e6,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1bf69f2de39a0e5eafb90c7c289f906fa5ef4723e0a0a574ddc7afa6.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1bf69f2de39a0e5eafb90c7c289f906fa5ef4723e0a0a574ddc7afa6.jpg,19824,1731945748000000000,dd9c74d2a1de0c90cc30e1d891b8e0f2d9a2c499bb69cf6dac647ef7c54e7ed4,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1c642a793d63b8c019c7c0d3ed520abe3a6deef9db000a58bed873ad.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1c642a793d63b8c019c7c0d3ed520abe3a6deef9db000a58bed873ad.jpg,12004,1731945748000000000,b3b19feda7392155f543b33eb06cbad3f5795e642f74aee37df2e3ac9082d0be,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1cadcac9ffb843c73b3418e503f69843bc3ede71712dd9716bccb373.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1cadcac9ffb843c73b3418e503f69843bc3ede71712dd9716bccb373.jpg,20323,1731945748000000000,15db31ae8ea370a66465fefe7064b83760423f2c7b6053be5319adf8cb75490c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1daeaee1f4577fe5848bc4423f403e5db7a5dc3102e97b4bb0987bf3.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1daeaee1f4577fe5848bc4423f403e5db7a5dc3102e97b4bb0987bf3.jpg,17190,1731945748000000000,dc8817644028d9419fa1325ffb61730656727ad16604199d24e5c71d7c7a27a2,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1f5549b206b04a43440e13ceb3b80c2f475a9fd9da52d1e2181433a7.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1f5549b206b04a43440e13ceb3b80c2f475a9fd9da52d1e2181433a7.jpg,10557,1731945748000000000,a4205015d24398e4396fc59db168b5b85f449b3a1f4f6dc3d56646d2187a312e,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/1fa37edf8e5a3c604d6c5d91f1b7d31d969311cfe808d32d14b6a329.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/1fa37edf8e5a3c604d6c5d91f1b7d31d969311cfe808d32d14b6a329.jpg,19491,1731945748000000000,b9170f9efb9f9b36bfae3a47b2d2d772af754d0739eead73d37c308470e1e8ad,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/203283a5d438bf217f4f813ce7baaae0577baae67910db04b8245b0d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/203283a5d438bf217f4f813ce7baaae0577baae67910db04b8245b0d.jpg,12147,1731945748000000000,eed6df2db6c76a75b25e4a6bd0bad82e87634e7ff107ed70ee429d241497532e,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/205cceed1b8f6f4caa494d1bb932e07a7690423e6dc7d0186fae14f5.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/205cceed1b8f6f4caa494d1bb932e07a7690423e6dc7d0186fae14f5.jpg,19991,1731945748000000000,e35d3b83e9331b90079de93c6dc71b5858a1d51044db4dab95a1ece4a5771802,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/20e97b0dfe0f4ab7a0ee90a05ac013eb0024874ee9d2e5b75fd9d91b.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/20e97b0dfe0f4ab7a0ee90a05ac013eb0024874ee9d2e5b75fd9d91b.jpg,19937,1731945748000000000,fff59488ac9c94223ed9b4473b5197f998360dd7c5f24dfec407fc78e98dd298,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/213470933268e26fca65c81651ac5a26c005200944647d6184dc0d4d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/213470933268e26fca65c81651ac5a26c005200944647d6184dc0d4d.jpg,20925,1731945748000000000,e359807ccab5bfda58072b9765556bd9a3ed4335d4523b613a1452f65d970b5c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/22005c8b8bb4ef976c902dd3f53e1513f4d69790f9407386a59c717a.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/22005c8b8bb4ef976c902dd3f53e1513f4d69790f9407386a59c717a.jpg,14980,1731945748000000000,4dd72cf4c68e1f0c6348aecc5a20ad6161143c3670a782efb5bf26ceb28f9e81,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Anger/220a4d2911391739f732767f59900c06386d8f1061fbbf64eab25278.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Anger/220a4d2911391739f732767f59900c06386d8f1061fbbf64eab25278.jpg,16149,1731945748000000000,d25088321773e9e438d6a83083a90695776160f922c8265ccd6dc8bf85a9a411,computed,,original_external_asset
